"Year","State","State_Mandate","Shootings","Body_Cam_Rate","Threat_Rate","Weapon_Rate","Flee_Rate","Race_B_Rate","Race_W_Rate","Race_A_Rate","Race_H_Rate","Race_N_Rate","Gender_Rate","Population","Race_Diversity","AdoptionYear","Mandate","Post"
2019,"VT",0,0.48,0,1e-06,1e-06,3.333e-07,0,1e-06,0,0,0,0,624046,0.999999999999,NA,0,1
2015,"WA",1,0.21,0,8e-07,8e-07,4e-07,0,8e-07,6.67e-08,6.67e-08,6.67e-08,0,7167290,0.999999999999347,2015,1,1
2016,"WA",1,0.27,1e-07,4e-07,1e-06,1e-07,1.5e-07,5e-07,5e-08,1.5e-07,1.5e-07,1.5e-07,7299960,0.99999999999968,2015,1,1
2017,"WA",1,0.32,1.667e-07,4.583e-07,1e-06,2.5e-07,1.667e-07,5e-07,8.33e-08,1.667e-07,8.33e-08,4.17e-08,7427950,0.999999999999681,2015,1,1
2018,"WA",1,0.23,5.88e-08,5.882e-07,9.412e-07,3.529e-07,0,7.059e-07,5.88e-08,2.353e-07,0,0,7526790,0.999999999999443,2015,1,1
2019,"WA",1,0.35,1.481e-07,5.926e-07,8.889e-07,1.852e-07,1.852e-07,4.074e-07,7.41e-08,2.963e-07,3.7e-08,0,7614020,0.999999999999705,2015,1,1
2020,"WA",1,0.22,1.176e-07,5.294e-07,8.824e-07,5.882e-07,1.765e-07,5.294e-07,1.176e-07,1.765e-07,0,1.176e-07,7727210,0.999999999999644,2015,1,1
2021,"WA",1,0.03,5e-07,5e-07,5e-07,5e-07,5e-07,5e-07,0,0,0,0,7743760,0.9999999999995,2015,1,1
2022,"WA",1,0.01,0,0,1e-06,0,0,1e-06,0,0,0,0,7794120,0.999999999999,2015,1,1
2015,"WI",0,0.19,0,6.364e-07,9.091e-07,1.818e-07,1.818e-07,6.364e-07,0,1.818e-07,0,0,5762930,0.999999999999529,NA,0,0
2016,"WI",0,0.29,2.941e-07,4.706e-07,9.412e-07,2.941e-07,2.941e-07,7.059e-07,0,0,0,5.88e-08,5775170,0.999999999999415,NA,0,1
2017,"WI",0,0.38,1.818e-07,5.455e-07,9.091e-07,3.636e-07,1.818e-07,6.818e-07,0,0,1.364e-07,0,5793150,0.999999999999484,NA,0,1
2018,"WI",0,0.19,2.727e-07,4.545e-07,1e-06,2.727e-07,2.727e-07,6.364e-07,0,0,9.09e-08,0,5809320,0.999999999999512,NA,0,1
2019,"WI",0,0.29,5.88e-08,4.706e-07,9.412e-07,2.941e-07,1.765e-07,6.471e-07,5.88e-08,1.176e-07,0,0,5824580,0.999999999999533,NA,0,1
2020,"WI",0,0.2,8.33e-08,5e-07,1e-06,3.333e-07,2.5e-07,6.667e-07,0,8.33e-08,0,0,5897380,0.999999999999486,NA,0,1
2021,"WI",0,0.12,2.857e-07,7.143e-07,1e-06,4.286e-07,2.857e-07,5.714e-07,0,1.429e-07,0,0,5881610,0.999999999999571,NA,0,1
2022,"WI",0,0.02,1e-06,0,1e-06,1e-06,1e-06,0,0,0,0,0,5903980,0.999999999999,NA,0,1
2015,"WV",0,0.43,0,7.5e-07,1e-06,5e-07,2.5e-07,7.5e-07,0,0,0,1.25e-07,1843330,0.999999999999375,NA,0,0
2016,"WV",0,0.44,2.5e-07,5e-07,1e-06,1.25e-07,1.25e-07,8.75e-07,0,0,0,0,1832440,0.999999999999219,NA,0,1
2017,"WV",0,0.38,0,7.143e-07,1e-06,4.286e-07,1.429e-07,8.571e-07,0,0,0,0,1818680,0.999999999999245,NA,0,1
2018,"WV",0,0.28,4e-07,8e-07,1e-06,4e-07,4e-07,6e-07,0,0,0,0,1805950,0.99999999999948,NA,0,1
2019,"WV",0,0.67,8.33e-08,8.333e-07,9.167e-07,5e-07,1.667e-07,7.5e-07,8.33e-08,0,0,8.33e-08,1795260,0.999999999999403,NA,0,1
2020,"WV",0,0.22,0,7.5e-07,7.5e-07,0,0,1e-06,0,0,0,0,1791650,0.999999999999,NA,0,1
2021,"WV",0,0.06,0,1e-06,1e-06,1e-06,0,1e-06,0,0,0,0,1785620,0.999999999999,NA,0,1
2022,"WV",0,0.11,0,5e-07,1e-06,5e-07,0,1e-06,0,0,0,0,1774120,0.999999999999,NA,0,1
2015,"WY",0,0.85,0,6e-07,1e-06,2e-07,0,8e-07,0,0,2e-07,2e-07,586389,0.99999999999932,NA,0,0
2016,"WY",0,0.17,0,1e-06,1e-06,0,0,1e-06,0,0,0,0,585243,0.999999999999,NA,0,1
2017,"WY",0,0.17,0,1e-06,1e-06,0,0,1e-06,0,0,0,0,579994,0.999999999999,NA,0,1
2018,"WY",0,0.69,0,2.5e-07,7.5e-07,7.5e-07,0,7.5e-07,0,2.5e-07,0,0,579054,0.999999999999375,NA,0,1
2019,"WY",0,0.17,0,1e-06,1e-06,0,0,0,0,0,1e-06,0,580116,0.999999999999,NA,0,1
2020,"WY",0,0.17,0,1e-06,1e-06,1e-06,0,1e-06,0,0,0,0,577681,0.999999999999,NA,0,1
